Sendungstitel,season,Staffel,Folge,FolgenNr,Publikationsdatum,Dauer,Infos,Gast_1,Gast_2,Gast_3,Gast_4,Gast_5,Gast_6,Gast_7,Gast_8,Gast_9,Gast_10,Gast_11,Gast_12,Gast_13,Gast_14,Gast_15,Gast_16,Gast_17,Gast_18,Gast_19,Gast_20,Gast_21,instance_of,part_of_series,genre,presenter,original_broadcaster,country_of_origin,original_language_of_film_or_TV_show
Markus Lanz 23.02.2011,"Markus Lanz, Staffel 4",,,,23.02.2011,066'34,"23:13:42 - 00:20:16 066'34 Interview Markus LANZ mit den Studiogästen Hans Jürgen BÄUMLER (Schauspieler) , Michaela SCHAFFRATH (Schauspielerin), Thomas MÜLLER (Kriminalpsychologe), Hans Hermann TIEDJE (Medienmanager), Michael SPRENG (Politikberater), Themen: Affäre um die Doktorarbeit von BMVE Karl Theodor zu Guttenberg; Populariät und Ruhm, Leben mit einem ""Image""; Psyche von Triebtätern, Umgang mit den Tätern (O-Ton).",Hans Jürgen BÄUMLER,Michaela SCHAFFRATH,Thomas MÜLLER,Hans Hermann TIEDJE,Michael SPRENG,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 24.02.2011,"Markus Lanz, Staffel 4",,,,24.02.2011,066'14,"23:19:31 - 00:25:45 066'14 Interview und Diskussion Markus LANZ mit den Studiogästen Indira WEIS (Sängerin und Schauspielerin) und ihrer Mutter Manju WEIS, Thilo SARRAZIN (Autor, ehem. Finanzsenator Berlin), Howard CARPENDALE (Sänger), Hellmuth KARASEK (Literaturkritiker), Themen: Buch von Thilo Sarrazin ""Deutschland schafft sich ab"" und sein Umgang mit den teilweise heftigen Reaktionen darauf; Affäre um die Plagiate in der Doktorarbeit von Karl Theodor zu Guttenberg; Sendung ""Dschungelcamp""; Teilnahme Indira Weis an der Sendung wegen des Geldes und um ihre Karriere zu fördern, ihr zweijähriger Aufenthalt in einem Kloster in Israel; Probleme für Howard Carpendale wegen seiner Bühnenabstinenz, Talentwettbewerbe (O-Ton).",Indira WEIS,Mutter Manju WEIS,Thilo SARRAZIN,Howard CARPENDALE,Hellmuth KARASEK,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 01.03.2011,"Markus Lanz, Staffel 4",,,,01.03.2011,075'54,"00:00:30 - 01:16:24 075'54 Interview und Diskussion Markus LANZ mit den Studiogästen Alexandra VON REHLINGEN (PR-Beraterin), Gertrud HÖHLER (Publizistin, Politikberaterin), Joey KELLY (Extremsportler), Arved FUCHS (Abenteurer), Ulla KOCK AM BRINK (Moderatorin), Christian BERKEL (Schauspieler), Themen: Rücktritt heute von Karl Theodor zu Guttenberg (Kritik) als Verteidigungsminister wegen der Affäre um die Plagiate in seiner Doktorarbeit; ""mediale Hinrichtung"" und Comeback von Ulla Kock am Brink; Schönheitsideal Jugend; Rollenbilder Männer und Frauen; Expeditionen in Polargebiete, Expedition von Lanz und Kelly am Südpol (""Wettlauf zum Südpol"") (O-Ton).",Alexandra VON,Gertrud HÖHLER,Joey KELLY,Arved FUCHS,Ulla KOCK,Christian BERKEL,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 02.03.2011,"Markus Lanz, Staffel 4",,,,02.03.2011,064'16,"23:13:41 - 00:17:57 064'16 Interview und Diskussion Markus LANZ mit den Studiogästen Heide SIMONIS (ehem.MPr Schleswig-Holstein, SPD), Sky DU MONT (Schauspieler), Hans Jochen JASCHKE (Bischof), Jutta DITFURTH (Autorin, ehem. Politikerin der Grünen), Wolf VON LOJEWSKI (Journalist), Claus STRUNZ (Chefredakteur Hamburger Abendblatt), Tobias HUCH (Internet-Aktivist, nur mit Statement aus dem Publikum heraus), Thema: Rücktritt von Karl Theodor zu Guttenberg (Kritik) als Verteidigungsminister wegen der Affäre um die Plagiate in seiner Doktorarbeit (O-Ton).",Heide SIMONIS,Sky DU,Hans Jochen JASCHKE,Jutta DITFURTH,Wolf VON,Claus STRUNZ,Tobias HUCH,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 08.03.2011,"Markus Lanz, Staffel 4",,,,08.03.2011,076'15,"22:46:37 - 00:02:52 076'15 Interview Markus LANZ mit den Studiogästen Dietmar BÄR (Schauspieler), Kester SCHLENZ (Journalist und Autor), Anita KUPSCH (Schauspielerin), Katy KARRENBAUER (Schauspielerin), Jörg NIEßEN (Feuerwehrmann und Rettungssanitäter, Autor), Themen: Emanzipation; Altern; Schwimmen; Geschichten aus dem Leben von Anita Kupsch; Beziehung Katy Karrenbauer zu einem gewalttätigen Mann, ihre Privatinsolvenz, Teilnahme bei RTL-Sendung ""Dschungelcamp"" um die Schulden loszuwerden; Existenzängste bei Schauspielern; Buch von Jörg Nießen (O-Ton).",Dietmar BÄR,Kester SCHLENZ,Anita KUPSCH,Katy KARRENBAUER,Jörg NIEßEN,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 09.03.2011,"Markus Lanz, Staffel 4",,,,09.03.2011,065'10,"23:15:11 - 00:20:21 065'10 Interview Markus LANZ mit den Studiogästen Erika BERGER (Sexberaterin), Kurt MOLZER (ehem. Chefredakteur des Männer-Magazins ""Penthouse""), Roger WILLEMSEN (Schriftsteller und Moderator), Karl MOIK (Moderator), Dennis GASTMANN (Journalist und Autor), Themen u.a.: Volksmusikbranche, Entlassung von Moik als Moderator; Faszination Reisen; Karriere Erika Berger; ""Lebenswandel"" von Kurt Molzer (O-Ton).",Erika BERGER,Kurt MOLZER,Roger WILLEMSEN,Karl MOIK,Dennis GASTMANN,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 10.03.2011,"Markus Lanz, Staffel 4",,,,10.03.2011,065'55,"23:22:41 - 00:28:36 065'55 Interview Markus LANZ mit den Studiogästen Jochen BUSSE (Kabarettist), Olivia JONES (Travestie-Künstler), Michael JÜRGS (Journalist und Buch-Autor), Tatjana STROBEL (Gesichtsleserin), Themen u.a.: Physiognomie; Rücktritt Karl Theodor zu Guttenberg als Verteidigungsminister; Adel als Elite; Arbeit des BKA; Reisen mit dem ""Traumschiff""; politisches Engagement von Olivia Jones gegenüber der NPD (O-Ton).",Jochen BUSSE,Olivia JONES,Michael JÜRGS,Tatjana STROBEL,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 15.03.2011,"Markus Lanz, Staffel 4",,,,15.03.2011,076'11,"23:16:25 - 00:32:36 076'11 Interview und Diskussion Markus LANZ mit den Studiogästen Dirk STEFFENS (Moderator, Naturfilmer), Rita SÜSSMUTH (BMU 1986), Hiltrud SCHWETJE (Atomkraftgegnerin), Ulrich WALTER (Astronaut, Physiker), Nadeschda LAZKO (lebte 1986 als Elfjährige in der Nähe von Tschernobyl), Bruno THOMAUSKE (ehem. Vattenfall), Themen: Naturkatastrophe und Atomunfall in Japan, Atomunfall in Tschernobyl 1986, Umgang der deutschen Politik mit der Raktorkatastrophe in Tschernobyl, Atompolitik in Deutschland, Atomausstieg (O-Ton).",Dirk STEFFENS,Rita SÜSSMUTH,Hiltrud SCHWETJE,Ulrich WALTER,Nadeschda LAZKO,Bruno THOMAUSKE,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 16.03.2011,"Markus Lanz, Staffel 4",,,,16.03.2011,065'43,"23:33:17 - 00:39:00 065'43 Interview und Diskussion Markus LANZ mit den Studiogästen Til SCHWEIGER (Schauspieler), Joe BAUSCH (Schauspieler, Gefängnisarzt), Maren KROYMANN (Schauspielerin), Rainer ERLINGER (Autor, Arzt, Jurist), Bernd STELTER (Comedian), Themen: Katastrophe in Japan und 1986 in Tschernobyl; Äußerungen von Til Schweiger zu Sexualstraftätern in ""Markus Lanz"" vom 01.02.1011, juristische und soziale Aspekte beim Umgang mit Sexualstraftätern; Moral im alltäglichen Leben; ""Diät"" von Bernd Stelter; Wechseljahre bei Frauen und Männer (O-Ton).",Til SCHWEIGER,Joe BAUSCH,Maren KROYMANN,Rainer ERLINGER,Bernd STELTER,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 17.03.2011,"Markus Lanz, Staffel 4",,,,17.03.2011,065'03,"23:40:30 - 00:45:33 065'03 Interview Markus LANZ mit Studiogast Karl LAGERFELD (Designer, Unternehmer, Fotograf), Themen: seine Vorliebe für Shopping und Kleidung ""von der Stange"", Abneigung gegen maßgefertigte Kleidung; altruistisches Verhalten; seine Kindheit als verwöhntes Kind; Leben mit der Berühmtheit; Liebe zu Büchern, Belesenheit; Verhältnis zu Tod und Sterben; Ernährungsgewohnheiten; Schönheitsoperationen; Abneigung gegen Familienleben; Magermodels und Kindermodels seien heute ein bisschen überholt, ältere Models seien gefragt; Castingshows seien ""unmenschlich"" (O-Ton).",Karl LAGERFELD,,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 22.03.2011,"Markus Lanz, Staffel 4",,,,22.03.2011,076'37,"23:12:47 - 00:29:24 076'37 Interview und Diskussion Markus LANZ mit den Studiogästen Renate SCHMIDT (SPD, ehem. Familienministerin), Utz CLAASSEN (ehem. Vorstandsvors. EnBW), Mike KRÜGER (Entertainer), Werner SCHNEYDER (Kabarettist), Horst EVERS (Autor, Kabarettist), Steffen HENSSLER (Koch), Themen: Einfluss der Wirtschaft auf die Politik, Lobbyismus; Meinungsumschwung von Politikern in Deutschland bei der Energiepolitik (Moratorium zur Laufzeitverlängerung der KKW) nach dem Atomunfall in Japan als Wahlkampfmanöver; Atomenergie als Beitrag zum Klimaschutz; Buch von Horst Evers; Dienst von Mike Krüger bei der Bundeswehr; Familienleben und Karriere von Steffen Henssler (O-Ton).",Renate SCHMIDT,Utz CLAASSEN,Mike KRÜGER,Werner SCHNEYDER,Horst EVERS,Steffen HENSSLER,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 23.03.2011,"Markus Lanz, Staffel 4",,,,23.03.2011,065'35,"23:23:09 - 00:28:44 065'35 Interview und Diskussion Markus LANZ mit den Studiogästen Ulrich KIENZLE (ehem. TV-Moderator, Nahost-Experte), Jürgen TODENHÖFER (Autor, ehem. CDU-Politiker), Gianna NANNINI (Sängerin), Soraya LEWE-TACK (Mutter von Sängerin Sarah Connor), Mario BARTH (Comedian), Beate JANKOWIAK (wurde mit 50 ebenfalls Mutter) (nur mit einem Statement von ihrem Zuschauerplatz aus), Themen: Volksaufstand in Libyen, Reaktion von Diktator Muammar al Gaddafi, Person Gaddafi; Aufenthalt von Todenhöfer vor wenigen Tagen in Libyen, bei dem er nur knapp einen Granatenangriff des libyschen Militärs überlebte; Schwangerschaft im hohen Alter bei Gianna Nannini (54 Jahre) und Soraya Lewe-Tacke (50 Jahre), neues Programm von Mario Barth (O-Ton).",Ulrich KIENZLE,Jürgen TODENHÖFER,Gianna NANNINI,Soraya LEWE-TACK,Mario BARTH,Beate JANKOWIAK,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 24.03.2011,"Markus Lanz, Staffel 4",,,,24.03.2011,066'15,"23:26:15 - 00:32:30 066'15 Interview und Diskussion Markus LANZ mit den Studiogästen Norbert BLÜM (ehem. Bundesminister für Arbeit und Soziales, CDU), Dirk MÜLLER (Bankkaufmann und Börsenmakler), Hans Olaf HENKEL (Manager), Wolfgang LIPPERT (TV-Moderator), Gülcan KAMPS (TV-Moderatorin), Themen: Handel an den Börsen, System der Weltwirtschaft, Auswirkungen der Finanzkrise, politische Fehler bei der Einführung und Handhabung des Euro, These von Henkel, zwei Währungen einzuführen eine für Nordeuropa und eine für Südeuropa; Vertragsauflösung von Kamps mit dem Sender VIVA, Selbstvermarktung ihrer Privatlebens; Geschichte um den ""Diebstahl"" einer Zange im Baumarkt von Wolfgang Lippert, Karriere, Privatinsolvenz (O-Ton).",Norbert BLÜM,Dirk MÜLLER,Hans Olaf HENKEL,Wolfgang LIPPERT,Gülcan KAMPS,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 30.03.2011,"Markus Lanz, Staffel 4",,,,30.03.2011,065'16,"23:22:17 - 00:27:33 065'16 Interview Markus LANZ mit den Studiogästen Hannes JAENICKE (Schauspieler), Sabine POSTEL (Schauspielerin), Olli DITTRICH (Schauspieler), Thomas MÜLLER (Kriminalpsychologe), Dagmar FUNKE (vermisst seit 15 Jahren ihre Tochter Debbie), Themen: Schicksal von Dagmar Funke, Schwierigkeit der Ermittlungen in einem solchen Fall ohne jede Spuren; Sendung ""Jack the Ripper - ein deutscher Serienkiller ?"" im ZDF unter Mitwirkung von Thomas Müller; Buchprojekt von Sabine Postel, kuriose Dreharbeiten für ""Tatort""; Film ""Die Minensucherin"" im ZDF mit Hannes Jaenicke zum Thema Gefahr durch Landminen; Atomenergie; Buch ""Das wirklich wahre Leben"" von Olli Dittrich, seine Jugend und seine Karriere (O-Ton).",Hannes JAENICKE,Sabine POSTEL,Olli DITTRICH,Thomas MÜLLER,Dagmar FUNKE,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 31.03.2011,"Markus Lanz, Staffel 4",,,,31.03.2011,066'27,"23:24:31 - 00:30:58 066'27 Interview Markus LANZ mit den Studiogästen Walter KOHL (Sohn des ehem. BK Helmut Kohl), Wolfgang STUMPH (Schauspieler), Manon STRACHE (Schauspielerin), Jochen WOLFF (Chefredakteur Super Illu), Caroline BEIL (Schauspielerin), Themen: Person Helmut Kohl, Walter Kohl und sein gestörtes Verhältnis zum Vater, Kindheit als Sohn von Kohl, Buch von Walter Kohl auch über seine Absicht zum Selbstmord, enorme familiäre Belastung der Familie Kohl durch die Spendenaffäre der CDU; Rolle von Helmut Kohl für die Deutsche Einheit; Entwicklung der Deutschen Einheit; Wolfgang Stumph als Star in Ostdeutschland und Westdeutschland, Mitwirkung als Synchronsprecher für den Trickfilm ""HOP""; Caroline Beil als Mutter und Hauptdarstellerin in der ZDF-Serie ""Herzflimmern"", schlechte Erfahrungen mit Ärzten bei der Lungenkrebs-Erkrankung ihres Vaters, Ungleichbehandlung von Kassenpatienten und Privatpatienten (O-Ton).",Walter KOHL,Wolfgang STUMPH,Manon STRACHE,Jochen WOLFF,Caroline BEIL,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 05.04.2011,"Markus Lanz, Staffel 4",,,,05.04.2011,078'51,"22:48:27 - 00:07:18 078'51 Interview und Diskussion Markus LANZ mit den Studiogästen Silvana KOCH-MEHRIN (Vizepräs. EP, FDP), Klaus BRINKBÄUMER (Chefredaktion Der SPIEGEL), Ingo APPELT (Comedian), Jörg KNÖR (Entertainer und Parodist), Rolf ZACHER (Schauspieler und Musiker), Nina WORTMANN (Fotomodell, die nicht zu Wort kommt), Themen: Angekündigter Rücktritt von Guido Westerwelle als Vors. der FDP, Umgang mit Westerwelle innerhalb der Partei, Zustand der FDP, Emotionen und Ehrlichkeit in der Politik; Qualität von Guido Westerwelle als Außenminister; Image, Karriere, Lebensanschauung und Leben von Rolf Zacher (O-Ton).",Silvana KOCH-MEHRIN,Klaus BRINKBÄUMER,Ingo APPELT,Jörg KNÖR,Rolf ZACHER,Nina WORTMANN,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 06.04.2011,"Markus Lanz, Staffel 4",,,,06.04.2011,066'29,"23:17:26 - 00:23:55 066'29 Interview Markus LANZ mit den Studiogästen Michaela MAY (Schauspielerin), Mirja BOES (Comedian), Tamme HANKEN (Tierchiropraktiker), Ingrid MÜLLER und Renate MÜLLER (an Brustkrebs erkrankte Zwillingsschwestern), Themen: Brustkrebserkrankung von Ingrid Müller und Renate Müller, Behandlung durch Chemotherapie; privater Neubeginn von Michaela May mit 50 Jahren nach 23 Jahren Ehe; Schwangerschaft und Sohn von Mirja Boes, Erziehung; Diät mit der Tamme Hanken 40 Kilo abgenommen, Arbeit als Chiropraktiker für Tiere (O-Ton).",Michaela MAY,Mirja BOES,Tamme HANKEN,Ingrid MÜLLER,Renate MÜLLER,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 07.04.2011,"Markus Lanz, Staffel 4",,,,07.04.2011,066'51,"23:23:43 - 00:30:34 066'51 Interview Markus LANZ mit den Studiogästen Hannelore KRAFT (MPr Niedersachsen, SPD), Jörg PILAWA (TV-Moderator), Claude Oliver RUDOLPH (Schauspieler), Ehepaar Ulrich MEYER (TV-Moderator und Produzent) und Georgia TORNOW (Journalistin), Themen: u.a.: Angekündigter Rücktritt von Guido Westerwelle als Vors. der FDP, Zustand der FDP; Generationenwechsel in der Politik, Frauen in der Politik, Rolle der Medien in der Demokratie, Glaubwürdigkeit von Politikern, Politikverdrossenheit; Engagement Jörg Pilawa für Bildung; Beziehung von Ulrich Meyer und Georgia Tornow; private Beziehungen, Kindheit, Kampfsport, Image von Claude Oliver Rudolph (O-Ton).",Hannelore KRAFT,Jörg PILAWA,Claude Oliver RUDOLPH,Ehepaar Ulrich MEYER,Georgia TORNOW,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 13.04.2011,"Markus Lanz, Staffel 4",,,,13.04.2011,065'44,"23:13:20 - 00:19:04 065'44 Interview Markus LANZ mit den Studiogästen Eleonore WEISGERBER (Schauspielerin und Sängerin), Marylou SELO (leidet an bipolarer Störung), Torsten HEIM (Polizeihauptkommissar), Thomas WEINKAUF (Polizeioberkommissar), Jörg THADEUSZ (TV-Moderator und Schriftsteller), Themen: Buch von Torsten Heim und Thomas Weinkauf (""Toto und Harry"") über ihren Polizeialltag; beruflicher Werdegang von Jörg Thadeusz, seine Recherchen beim Friseur für den Roman ""Die Sopranistin""; bipolare Störung, Stiftung ""in Balance"" von Eleonore Weisgerber, Krankheitsgeschichte von Marylou Selo (O-Ton).",Eleonore WEISGERBER,Marylou SELO,Torsten HEIM,Thomas WEINKAUF,Jörg THADEUSZ,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 14.04.2011,"Markus Lanz, Staffel 4",,,,14.04.2011,066'36,"23:24:57 - 00:31:33 066'36 Interview Markus LANZ mit den Studiogästen Heiner LAUTERBACH (Schauspieler) und Ehefrau Viktoria LAUTERBACH, Katja KESSLER (Autorin), Herbert FEUERSTEIN (Kabarettist und Entertainer), Maximilian PÜTZ (Autor), Themen: Beziehung zwischen Frauen und Männern, Flirten, Treue in der Ehe; Misanthropie bei Herbert Feuerstein, seine augenblickliche Tätigkeit als Veranstalter von klassischen Konzerten (O-Ton).",Heiner LAUTERBACH,Ehefrau Viktoria LAUTERBACH,Katja KESSLER,Herbert FEUERSTEIN,Maximilian PÜTZ,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 19.04.2011,"Markus Lanz, Staffel 4",,,,19.04.2011,076'08,"22:44:05 - 00:00:13 076'08 Interview Markus LANZ mit den Studiogästen Barbara RÜTTING (Schauspielerin, ehem. MdL Bayern Bündnis 90 / Die Grünen), Stephanie Gräfin VON PFUEL (Unternehmerin), Vera INT-VEEN (TV-Moderatorin, Produzentin), Mia MING (Autorin), Olivia JONES (Travestiekünstler), Themen: Geschlechterrollen: Bundesregierung unter weiblicher Führung von Angela Merkel, Weiblichkeit, Frauen in der Politik, der Wirtschaft und der Gesellschaft; Gräfin von Pfuel als Mutter, Unternehmerin, Ehefrau; Karriere als Politikerin und daraus resultierender Burnout von Barbara Rütting; Homosexualität, Karriere von Vera Int-Veen; Sexualität (O-Ton).",Barbara RÜTTING,Stephanie Gräfin VON,Vera INT-VEEN,Mia MING,Olivia JONES,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 26.04.2011,"Markus Lanz, Staffel 4",,,,26.04.2011,075'03,"22:42:54 - 23:57:57 075'03 Interview Markus LANZ mit den Studiogästen Howard CARPENDALE (Sänger) und Sohn Wayne CARPENDALE (Schauspieler), Jürgen DREWS (Sänger) und Tochter Joelina DREWS (Sängerin), SIDO (Rapper), Heinz BUSCHKOWSKY (Bgm Berlin-Neukölln, SPD), Themen: Thesen von Thilo Sarrazin; Probleme in Städten bzw. Stadtviertel mit hohem Anteil an Migranten, Kultur der dort lebenden Jugendlichen aus einem speziellen Milieu; Erziehung, Verantwortung des Staates; Jugendgewalt; von Gewalt geprägte Schulzeit und Jugend von Sido; Schwierigkeiten bei der Erziehung ihrer Kinder bei Prominenten vor allem im Showgeschäft, Umgang mit Drogen; Verhältnis zwischen Wayne Carpendale und Howard Carpendale bei gemeinsamen Dreharbeiten; Karriere als Sängerin von Joelina Drews (O-Ton).",Howard CARPENDALE,Sohn Wayne CARPENDALE,Jürgen DREWS,Tochter Joelina DREWS,Heinz BUSCHKOWSKY,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 27.04.2011,"Markus Lanz, Staffel 4",,,,27.04.2011,066'18,"23:18:04 - 00:24:22 066'18 Interview Markus LANZ mit den Studiogästen Nina WORTMANN (Fotomodel), Rainhard FENDRICH (Sänger), Hubertus MEYER-BURCKHARDT (Journalist), Meister Han SHAN (alias Hermann RICKER (Mönch), Themen: Wendepunkte im Leben, Glaube und Einstellung zum Leben und zum Glück, Sinn des Lebens; Kokainsucht von Rainhard Fendrich, seine und Meyer-Burckhardts Begeisterung für das Putzen insbesondere von Schuhen; Roman ""Die Kündigung"" von Meyer-Burckhardt; Bedeutung von Geld, Luxus; Leben von Han Shan als Bettelmönch in Thailand; Querschnittlähmung von Nina Wortmann nach ihrem Autounfall, Arbeit als Model danach (O-Ton).",Nina WORTMANN,Rainhard FENDRICH,Hubertus MEYER-BURCKHARDT,Meister Han SHAN,Hermann RICKER,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 28.04.2011,"Markus Lanz, Staffel 4",,,,28.04.2011,065'22,"23:19:02 - 00:24:24 065'22 Interview Markus LANZ mit den Studiogästen Georg BAUR (zeigte Zivilcourage gegen prügelnde Jugendliche in Berlin), Matthias R LEMKE (Facharzt für Psychiatrie und Psychotherapie), Marion KRACHT (Schauspielerin), Tim RAUE (Spitzenkoch), Ralph MORGENSTERN (TV-Moderator), Michael KNEISSLER (Kolumnist, Society-Experte), Themen: Zivilcourage von Georg Baur beim Vorfall in der U-Bahn in Berlin, Ursachen für und Umgang mit Gewaltexzessen; gewalttätiges Elternhaus und Jugend von Tim Raue; Zeit als Kinderstar bei Marion Kracht; Hochzeit von Prinz William und Kate Middleton als weltbewegendes Ereignis (O-Ton).",Georg BAUR,Matthias R LEMKE,Marion KRACHT,Tim RAUE,Ralph MORGENSTERN,Michael KNEISSLER,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 03.05.2011,"Markus Lanz, Staffel 4",,,,03.05.2011,075'37,"23:36:59 - 00:52:36 075'37 Interview Markus LANZ mit den Studiogästen Wolf VON LOJEWSKI (Journalist), Mathias RICHLING (Kabarettist), Kay RAY (Entertainer), Andreas KIELING (Tierfilmer, er hat seinen Hund Cleo mitgebracht), Andrea KIEWEL (TV-Moderatorin), Themen u.a.: Tötung von Osama bin Laden in Pakistan durch ein amerikanisches Spezialkommando, Reaktionen in der Welt und besonders in den USA darauf; Grenzen des Kabaretts, Tabus, Political Correctness; Affäre Karl Theodor zu Guttenberg; Lebenswandel Kay Ray; Mentalität als DDR-Bürger; Gefahren beim Filmen von Tieren, Wanderung von Andreas Kieling entlang des ehem. Todestreifens durch Deutschland (O-Ton).",Wolf VON,Mathias RICHLING,Kay RAY,Andreas KIELING,Andrea KIEWEL,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
