Name,Vorname,Nachname,Geschlecht
Gesa Neitzel,Gesa,Neitzel,1
Gesine Cukrowski,Gesine,Cukrowski,1
Gesine Dornblüth,Gesine,Dornblüth,1
Gesine Lötzsch,Gesine,Lötzsch,1
Gesine Schwan,Gesine,Schwan,1
Ghazal Abdollahi,Ghazal,Abdollahi,0
Gigi Deppe,Gigi,Deppe,0
Gil Ofarim,Gil,Ofarim,0
Gila Lustiger,Gila,Lustiger,1
Gilbert Schönfelder,Gilbert,Schönfelder,0
Gilda Sahebi,Gilda,Sahebi,1
Gili Roman,Gili,Roman,0
Gina Wollinger,Gina,Wollinger,1
Giorgio Moroder,Giorgio,Moroder,0
Giorgos Chondros,Giorgos,Chondros,0
Giovanni Maio,Giovanni,Maio,0
Giovanni Zarrella,Giovanni,Zarrella,0
Giovanni di Lorenzo,Giovanni,di Lorenzo,0
Gisela Friedrichsen,Gisela,Friedrichsen,1
Gisela Getty,Gisela,Getty,1
Gisela Mahlmann,Gisela,Mahlmann,1
Gisela Mayer,Gisela,Mayer,1
Gisela Quenstedt,Gisela,Quenstedt,1
Gisela Schneeberger,Gisela,Schneeberger,1
Gisela Seidler,Gisela,Seidler,1
Gisela Stuart,Gisela,Stuart,1
Gisele Bündchen,Gisele,Bündchen,1
Gitta Connemann,Gitta,Connemann,1
Gitta Saxx,Gitta,Saxx,1
Golineh Atai,Golineh,Atai,1
Gordian Meyer-Plath,Gordian,Meyer-Plath,0
Gordon Repinski,Gordon,Repinski,0
Gottlob Schober,Gottlob,Schober,0
Grace Capristo,Grace,Capristo,1
Greg Hands,Greg,Hands,0
Gregor Gysi,Gregor,Gysi,0
Gregor Meyle,Gregor,Meyle,0
Gregor Peter Schmitz,Gregor,Peter Schmitz,0
Gregory William Greg Hands,Gregory,William Greg Hands,0
Greta Thunberg,Greta,Thunberg,1
Gudrun Engel,Gudrun,Engel,1
Gudrun Roth,Gudrun,Roth,1
Gudrun Weißmann,Gudrun,Weißmann,1
Guido Cantz,Guido,Cantz,0
Guido Fahrendholz,Guido,Fahrendholz,0
Guido Knopp,Guido,Knopp,0
Guido Limmer,Guido,Limmer,0
Guido Machowski,Guido,Machowski,0
Guido Maria Kretschmer,Guido,Maria Kretschmer,0
Guido Reil,Guido,Reil,0
Guido Steinberg,Guido,Steinberg,0
Guido Westerwelle,Guido,Westerwelle,0
Guido Wolf,Guido,Wolf,0
Gundula Fuchsberger,Gundula,Fuchsberger,1
Gunnar Groebler,Gunnar,Groebler,0
Gunter Erfurt,Gunter,Erfurt,0
Gunther Emmerlich,Gunther,Emmerlich,0
Gunther Holtorf,Gunther,Holtorf,0
Gunther Tiersch,Gunther,Tiersch,0
Gustav Gressel,Gustav,Gressel,0
Gwendolin Weisser,Gwendolin,Weisser,1
Gwendolyn Sasse,Gwendolyn,Sasse,1
Gérard Krause,Gérard,Krause,0
Götz Alsmann,Götz,Alsmann,0
Götz Werner,Götz,Werner,0
Gül Lechtenbrink,Gül,Lechtenbrink,1
Güldane Altekrüger,Güldane,Altekrüger,1
Güner Balci,Güner,Balci,1
Güner Yasemin Balci,Güner,Yasemin Balci,1
Günter Burkhardt,Günter,Burkhardt,0
Günter Eichberg,Günter,Eichberg,0
Günter Seufert,Günter,Seufert,0
Günter Tissen,Günter,Tissen,0
Günter Verheugen,Günter,Verheugen,0
Günter Wallraff,Günter,Wallraff,0
Günter Weiglein,Günter,Weiglein,0
Günter Wetzel,Günter,Wetzel,0
Günther Beckstein,Günther,Beckstein,0
Günther Jauch,Günther,Jauch,0
Günther Maria Halmer,Günther,Maria Halmer,0
Günther Oettinger,Günther,Oettinger,0
Günther Schuh,Günther,Schuh,0
Günther Vollrath,Günther,Vollrath,0
Günther-Martin Pauli,Günther-Martin,Pauli,0
Hadija Haruna-Oelker,Hadija,Haruna-Oelker,1
Hagen Husgen,Hagen,Husgen,0
Hajo Schumacher,Hajo,Schumacher,0
Hajo Seppelt,Hajo,Seppelt,0
Haluk Yildiz,Haluk,Yildiz,0
Hamed Abdel-Samad,Hamed,Abdel-Samad,0
Hammed Khamis,Hammed,Khamis,0
Hanan Salah,Hanan,Salah,1
Hanna Maljar,Hanna,Maljar,1
Hanna Polonska,Hanna,Polonska,1
Hanna Stoiak,Hanna,Stoiak,1
Hanna Veiler,Hanna,Veiler,1
Hannah Bethke,Hannah,Bethke,1
Hannah Reuter,Hannah,Reuter,1
Hannah Steiger,Hannah,Steiger,1
Hannah Tönsfeuerborn,Hannah,Tönsfeuerborn,1
Hannelore Hoger,Hannelore,Hoger,1
Hannelore Kraft,Hannelore,Kraft,1
Hannelore Kramm,Hannelore,Kramm,1
Hannes Jaenicke,Hannes,Jaenicke,0
Hannes Meissner,Hannes,Meissner,0
Hannes Ringlstetter,Hannes,Ringlstetter,0
Hanni Lévy,Hanni,Lévy,1
Hans Block,Hans,Block,0
Hans Eichel,Hans,Eichel,0
Hans Joachim Schellnhuber,Hans,Joachim Schellnhuber,0
Hans Jürgen Fischer,Hans,Jürgen Fischer,0
Hans Kammerlander,Hans,Kammerlander,0
Hans Leyendecker,Hans,Leyendecker,0
Hans Mahr,Hans,Mahr,0
Hans Reichhart,Hans,Reichhart,0
Hans Richter,Hans,Richter,0
Hans Rudolf Wöhrl,Hans,Rudolf Wöhrl,0
Hans Sigl,Hans,Sigl,0
Hans Uszkoreit,Hans,Uszkoreit,0
Hans Vorländer,Hans,Vorländer,0
Hans von Möhlmann,Hans,von Möhlmann,0
Hans von Storch,Hans,von Storch,0
Hans-Christian Ströbele,Hans-Christian,Ströbele,0
Hans-Georg Maaßen,Hans-Georg,Maaßen,0
Hans-Gerd Jaschke,Hans-Gerd,Jaschke,0
Hans-Hermann Gockel,Hans-Hermann,Gockel,0
Hans-Hermann Tiedje,Hans-Hermann,Tiedje,0
Hans-Joachim Heist,Hans-Joachim,Heist,0
Hans-Joachim Kümpel,Hans-Joachim,Kümpel,0
Hans-Joachim Maaz,Hans-Joachim,Maaz,0
Hans-Joachim Schick,Hans-Joachim,Schick,0
Hans-Joachim Stuck,Hans-Joachim,Stuck,0
Hans-Joachim Watzke,Hans-Joachim,Watzke,0
Hans-Jürgen Tögel,Hans-Jürgen,Tögel,0
Hans-Lothar Domröse,Hans-Lothar,Domröse,0
Hans-Martin Tillack,Hans-Martin,Tillack,0
Hans-Olaf Henkel,Hans-Olaf,Henkel,0
Hans-Peter Friedrich,Hans-Peter,Friedrich,0
Hans-Ulrich Jörges,Hans-Ulrich,Jörges,0
Hans-Ulrich Klose,Hans-Ulrich,Klose,0
Hans-Werner Meyer,Hans-Werner,Meyer,0
Hans-Werner Sinn,Hans-Werner,Sinn,0
Hans-Wilhelm Müller-Wohlfahrt,Hans-Wilhelm,Müller-Wohlfahrt,0
Hansen Hoepner,Hansen,Hoepner,0
Hansi Müller,Hansi,Müller,0
Hansjörg Auer,Hansjörg,Auer,0
Hape Kerkeling,Hape,Kerkeling,0
Harald Dörig,Harald,Dörig,0
Harald Ebner,Harald,Ebner,0
Harald Glööckler,Harald,Glööckler,0
Harald Jähner,Harald,Jähner,0
Harald Krassnitzer,Harald,Krassnitzer,0
Harald Kujat,Harald,Kujat,0
Harald Lesch,Harald,Lesch,0
Harald Schneider,Harald,Schneider,0
Harald Welzer,Harald,Welzer,0
Hardy Daniel Krüger,Hardy,Daniel Krüger,0
Hardy Krüger,Hardy,Krüger,0
Harold Faltermeyer,Harold,Faltermeyer,0
Harrison Ford,Harrison,Ford,0
Harry G,Harry,G,0
Harry Hartwig,Harry,Hartwig,0
Hartmut Engler,Hartmut,Engler,0
Hartmut Idzko,Hartmut,Idzko,0
Hasnain Kazim,Hasnain,Kazim,0
Hatice Akyün,Hatice,Akyün,1
Hauke Friederichs,Hauke,Friederichs,0
Hayko Migirdicyan,Hayko,Migirdicyan,0
Hazar Abaza,Hazar,Abaza,0
Hedwig Richter,Hedwig,Richter,1
Hedwig von Beverfoerde,Hedwig,von Beverfoerde,1
Heide Keller,Heide,Keller,1
Heide Rezepa-Zabel,Heide,Rezepa-Zabel,1
Heidemarie Wieczorek-Zeul,Heidemarie,Wieczorek-Zeul,1
Heidi Hetzer,Heidi,Hetzer,1
Heidi Reichinnek,Heidi,Reichinnek,1
Heidi Steenbock,Heidi,Steenbock,1
Heidrun Elbracht,Heidrun,Elbracht,1
Heike Borufka,Heike,Borufka,1
Heike Debertshäuser,Heike,Debertshäuser,1
Heike Dorsch,Heike,Dorsch,1
Heike Holdinghausen,Heike,Holdinghausen,1
Heike Horn,Heike,Horn,1
Heike Jüngling,Heike,Jüngling,1
Heike Oeser,Heike,Oeser,1
Heike Osterberg,Heike,Osterberg,1
Heike Vesper,Heike,Vesper,1
Heike-Melba Fendel,Heike-Melba,Fendel,1
Heiko Herrlich,Heiko,Herrlich,0
Heiko Lochmann,Heiko,Lochmann,0
Heiko Maas,Heiko,Maas,0
Heiko Teggatz,Heiko,Teggatz,0
Heiko Wasser,Heiko,Wasser,0
Hein Heintje Simons,Hein,Heintje Simons,0
Heiner Brand,Heiner,Brand,0
Heiner Bremer,Heiner,Bremer,0
Heiner Geißler,Heiner,Geißler,0
Heiner Lauterbach,Heiner,Lauterbach,0
Heiner Manten,Heiner,Manten,0
Heino,Heino,NA,0
Heino Falcke,Heino,Falcke,0
Heino Ferch,Heino,Ferch,0
Heinrich August Winkler,Heinrich,August Winkler,0
Heinrich Bedford-Strohm,Heinrich,Bedford-Strohm,0
Heinrich Oberreuter,Heinrich,Oberreuter,0
Heinrich Wefing,Heinrich,Wefing,0
Heinrich von Pierer,Heinrich,von Pierer,0
Heinz Buschkowsky,Heinz,Buschkowsky,0
Heinz Hilgers,Heinz,Hilgers,0
Heinz K Becker,Heinz,K Becker,0
Heinz Landwehr,Heinz,Landwehr,0
Heinz Rudolf Kunze,Heinz,Rudolf Kunze,0
Heinz Strunk,Heinz,Strunk,0
Heinz-Christian Strache,Heinz-Christian,Strache,0
Heinz-Erich Wichmann,Heinz-Erich,Wichmann,0
Heinz-Harald Frentzen,Heinz-Harald,Frentzen,0
Heinz-Josef Bontrup,Heinz-Josef,Bontrup,0
Heinz-Peter Meidinger,Heinz-Peter,Meidinger,0
Helena Zacher,Helena,Zacher,1
Helene Beltracchi,Helene,Beltracchi,1
Helene Bubrowski,Helene,Bubrowski,1
Helene von Damm,Helene,von Damm,1
Helga Hengge,Helga,Hengge,1
Helga Rübsamen-Schaeff,Helga,Rübsamen-Schaeff,1
Helge Achenbach,Helge,Achenbach,0
Helge Braun,Helge,Braun,0
Helge Petersen,Helge,Petersen,0
Helge Schneider,Helge,Schneider,0
Helge Timmerberg,Helge,Timmerberg,0
Hellmuth Karasek,Hellmuth,Karasek,0
Helmut Kremers,Helmut,Kremers,0
Helmut Markwort,Helmut,Markwort,0
Helmut Schmidt,Helmut,Schmidt,0
Helmut Seitz,Helmut,Seitz,0
Helmut Sonneberg,Helmut,Sonneberg,0
Helmut Zerlett,Helmut,Zerlett,0
Hendrik Ambrus,Hendrik,Ambrus,0
Hendrik Bolz,Hendrik,Bolz,0
Hendrik Streeck,Hendrik,Streeck,0
Hendrik Wüst,Hendrik,Wüst,0
Henning Beck,Henning,Beck,0
Henning Hirsch,Henning,Hirsch,0
Henning Krautmacher,Henning,Krautmacher,0
Henriette Reker,Henriette,Reker,1
Henrik Enderlein,Henrik,Enderlein,0
Henrik Hanstein,Henrik,Hanstein,0
Henrik Riechert,Henrik,Riechert,0
Henrik Wendorff,Henrik,Wendorff,0
Henrike Dielen,Henrike,Dielen,1
Henrike Roßbach,Henrike,Roßbach,1
Henrike von Platen,Henrike,von Platen,1
Henry Hübchen,Henry,Hübchen,0
Henry Marsh,Henry,Marsh,0
Henry Maske,Henry,Maske,0
Hera Lind,Hera,Lind,1
Herbert Diess,Herbert,Diess,0
Herbert Grönemeyer,Herbert,Grönemeyer,0
Herbert Nitsch,Herbert,Nitsch,0
Herbert Reul,Herbert,Reul,0
Herfried Münkler,Herfried,Münkler,0
Heribert Bruchhagen,Heribert,Bruchhagen,0
Heribert Faßbender,Heribert,Faßbender,0
Heribert Prantl,Heribert,Prantl,0
Herman van Veen,Herman,van Veen,0
Hermann Gerland,Hermann,Gerland,0
Hermann Gröhe,Hermann,Gröhe,0
Hermann Lohbeck,Hermann,Lohbeck,0
Hermann Otto Solms,Hermann,Otto Solms,0
Hermann Pascha Müller,Hermann,Pascha Müller,0
Hermann-Josef Tenhagen,Hermann-Josef,Tenhagen,0
Herrmann Hutter,Herrmann,Hutter,0
Hila Limar,Hila,Limar,1
Hilde Gerg,Hilde,Gerg,1
Hilde Mattheis,Hilde,Mattheis,1
Hildegard Müller,Hildegard,Müller,1
Hilke Petersen,Hilke,Petersen,1
Hilly Martinek,Hilly,Martinek,1
Hinrich Lührssen,Hinrich,Lührssen,0
Hoda Salah,Hoda,Salah,1
Holger Engelmann,Holger,Engelmann,0
Holger Lösch,Holger,Lösch,0
Holger Michel,Holger,Michel,0
Holger Münch,Holger,Münch,0
Holger Osieck,Holger,Osieck,0
Homaira Hakimi,Homaira,Hakimi,1
Horst Evers,Horst,Evers,0
Horst Hennings,Horst,Hennings,0
Horst Köppel,Horst,Köppel,0
Horst Lichter,Horst,Lichter,0
Horst Seehofer,Horst,Seehofer,0
Horst Teltschik,Horst,Teltschik,0
Horst von Buttlar,Horst,von Buttlar,0
Howard Carpendale,Howard,Carpendale,0
Hubert Aiwanger,Hubert,Aiwanger,0
Hubert Messner,Hubert,Messner,0
Hubert Wolf,Hubert,Wolf,0
Hubertus Heil,Hubertus,Heil,0
Hubertus Koch,Hubertus,Koch,0
Hubertus Meyer-Burckhardt,Hubertus,Meyer-Burckhardt,0
Hubertus Porschen,Hubertus,Porschen,0
Hugo Egon Balder,Hugo,Egon Balder,0
Hunter Biden,Hunter,Biden,0
Husamuddin Meyer,Husamuddin,Meyer,0
Huub Stevens,Huub,Stevens,0
Hüseyin Avni Karslıoğlu,Hüseyin,Avni Karslıoğlu,0
Ibrahim Ghaddar,Ibrahim,Ghaddar,0
Ibrahim Naber,Ibrahim,Naber,0
Idil Baydar,Idil,Baydar,1
Igor Levit,Igor,Levit,0
Igor Wolobujew,Igor,Wolobujew,0
Ijoma Mangold,Ijoma,Mangold,0
Ikke Hüftgold,Ikke,Hüftgold,0
Ildikó von Kürthy,Ildikó,von Kürthy,1
Ilka Bessin,Ilka,Bessin,1
Ilkay Gündogan,Ilkay,Gündogan,0
Ilkay Yücel,Ilkay,Yücel,1
Ilko-Sascha Kowalczuk,Ilko-Sascha,Kowalczuk,0
Ilse Aigner,Ilse,Aigner,1
Ina Borrmann,Ina,Borrmann,1
Ina Knobloch,Ina,Knobloch,1
Ina Müller,Ina,Müller,1
Ina Ruck,Ina,Ruck,1
Ines Geipel,Ines,Geipel,1
Ines Gillmeister,Ines,Gillmeister,1
Ines Janning,Ines,Janning,1
Ines Kummer,Ines,Kummer,1
Ines Schwerdtner,Ines,Schwerdtner,1
Inge Auerbacher,Inge,Auerbacher,1
Inge Hannemann,Inge,Hannemann,1
Ingmar Hoerr,Ingmar,Hoerr,0
Ingmar Stadelmann,Ingmar,Stadelmann,0
Ingo Appelt,Ingo,Appelt,0
Ingo Fietze,Ingo,Fietze,0
Ingo Lenßen,Ingo,Lenßen,0
Ingo Lindemann,Ingo,Lindemann,0
Ingo Werth,Ingo,Werth,0
Ingo Zamperoni,Ingo,Zamperoni,0
Ingolf Lück,Ingolf,Lück,0
Ingrid,Ingrid,NA,1
Ingrid Freimuth,Ingrid,Freimuth,1
Ingrid Hartges,Ingrid,Hartges,1
Ingrid Hofmann,Ingrid,Hofmann,1
Ingrid Matthäus-Maier,Ingrid,Matthäus-Maier,1
Ingrid Noll,Ingrid,Noll,1
Ingrid van Bergen,Ingrid,van Bergen,1
Insa Kuck,Insa,Kuck,1
Insa Thiele-Eich,Insa,Thiele-Eich,1
Iny Klocke,Iny,Klocke,1
Ioannis Sakkaros,Ioannis,Sakkaros,0
Irene Dische,Irene,Dische,1
Irene Epple-Waigel,Irene,Epple-Waigel,1
Irene Mihalic,Irene,Mihalic,1
Irfan Peci,Irfan,Peci,0
Irina Beller,Irina,Beller,1
Irina Scherbakowa,Irina,Scherbakowa,1
Irina von Wiese,Irina,von Wiese,1
